id,name,sort_name,district,mandate_start,mandate_end,party,term,source,image,phone,email,end_date
gnavarro,GRACIELA NAVARRO,"NAVARRO, GRACIELA",SANTIAGO DEL ESTERO,2011-12-10,2015-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/gnavarro/,http://www4.hcdn.gob.ar/fotos/gnavarro.jpg,4127-7100,gnavarro@diputados.gob.ar,2015-12-09
mnegri,MARIO RAUL NEGRI,"NEGRI, MARIO RAUL",CORDOBA,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mnegri/,http://www4.hcdn.gob.ar/fotos/mnegri.jpg,4127-7100,mnegri@diputados.gob.ar,2015-12-09
coliva,CRISTIAN RODOLFO OLIVA,"OLIVA, CRISTIAN RODOLFO",SANTIAGO DEL ESTERO,2013-12-10,2017-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/coliva/,http://www4.hcdn.gob.ar/fotos/coliva.jpg,4127-7100,coliva@diputados.gob.ar,
holivares,HECTOR ENRIQUE OLIVARES,"OLIVARES, HECTOR ENRIQUE",LA RIOJA,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/holivares/,http://www4.hcdn.gob.ar/fotos/holivares.jpg,4127-7100,holivares@diputados.gob.ar,2015-12-09
moporto,MARIO NESTOR OPORTO,"OPORTO, MARIO NESTOR",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/moporto/,http://www4.hcdn.gob.ar/fotos/moporto.jpg,4127-7100,moporto@diputados.gob.ar,2015-12-09
mortiz,MARIELA ORTIZ,"ORTIZ, MARIELA",JUJUY,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mortiz/,http://www4.hcdn.gob.ar/fotos/mortiz.jpg,4127-7100,mortiz@diputados.gob.ar,2015-12-09
mortizcorrea,MARCIA SARA MARIA ORTIZ CORREA,"ORTIZ CORREA, MARCIA SARA MARIA",CATAMARCA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mortizcorrea/,http://www4.hcdn.gob.ar/fotos/mortizcorrea.jpg,4127-7100,mortizcorrea@diputados.gob.ar,2015-12-09
jpais,JUAN MARIO PAIS,"PAIS, JUAN MARIO",CHUBUT,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jpais/,http://www4.hcdn.gob.ar/fotos/jpais.jpg,4127-7100,jpais@diputados.gob.ar,2015-12-09
nparrilli,NANCI MARIA AGUSTINA PARRILLI,"PARRILLI, NANCI MARIA AGUSTINA",NEUQUEN,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/nparrilli/,http://www4.hcdn.gob.ar/fotos/nparrilli.jpg,4127-7100,nparrilli@diputados.gob.ar,
apasini,ARIEL OSVALDO ELOY PASINI,"PASINI, ARIEL OSVALDO ELOY",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/apasini/,http://www4.hcdn.gob.ar/fotos/apasini.jpg,4127-7100,apasini@diputados.gob.ar,2015-12-09
lpastori,LUIS MARIO PASTORI,"PASTORI, LUIS MARIO",MISIONES,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/lpastori/,http://www4.hcdn.gob.ar/fotos/lpastori.jpg,4127-7100,lpastori@diputados.gob.ar,
mpastoriza,MIRTA AMELIANA PASTORIZA,"PASTORIZA, MIRTA AMELIANA",SANTIAGO DEL ESTERO,2011-12-10,2015-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/mpastoriza/,http://www4.hcdn.gob.ar/fotos/mpastoriza.jpg,4127-7100,mpastoriza@diputados.gob.ar,2015-12-09
jpedrini,JUAN MANUEL PEDRINI,"PEDRINI, JUAN MANUEL",CHACO,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jpedrini/,http://www4.hcdn.gob.ar/fotos/jpedrini.jpg,4127-7100,jpedrini@diputados.gob.ar,
fperalta,FABIAN FRANCISCO PERALTA,"PERALTA, FABIAN FRANCISCO",SANTA FE,2011-12-10,2015-12-09,GEN,133,http://www.hcdn.gob.ar/diputados/fperalta/,http://www4.hcdn.gob.ar/fotos/fperalta.jpg,4127-7100,fperalta@diputados.gob.ar,2015-12-09
mperez,MARTIN ALEJANDRO PEREZ,"PEREZ, MARTIN ALEJANDRO",TIERRA DEL FUEGO,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mperez/,http://www4.hcdn.gob.ar/fotos/mperez.jpg,4127-7100,mperez@diputados.gob.ar,
aperez,ADRIAN PEREZ,"PEREZ, ADRIAN",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE RENOVADOR,133,http://www.hcdn.gob.ar/diputados/aperez/,http://www4.hcdn.gob.ar/fotos/aperez.jpg,4127-7100,aperez@diputados.gob.ar,
jperie,JULIA ARGENTINA PERIE,"PERIE, JULIA ARGENTINA",MISIONES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jperie/,http://www4.hcdn.gob.ar/fotos/jperie.jpg,4127-7100,jperie@diputados.gob.ar,2015-12-09
operotti,OMAR ANGEL PEROTTI,"PEROTTI, OMAR ANGEL",SANTA FE,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/operotti/,http://www4.hcdn.gob.ar/fotos/operotti.jpg,4127-7100,operotti@diputados.gob.ar,2015-12-09
aperroni,ANA MARIA PERRONI,"PERRONI, ANA MARIA",CORRIENTES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/aperroni/,http://www4.hcdn.gob.ar/fotos/aperroni.jpg,4127-7100,aperroni@diputados.gob.ar,2015-12-09
lpetri,LUIS ALFONSO PETRI,"PETRI, LUIS ALFONSO",MENDOZA,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/lpetri/,http://www4.hcdn.gob.ar/fotos/lpetri.jpg,4127-7100,lpetri@diputados.gob.ar,
hpietragallac,HORACIO PIETRAGALLA CORTI,"PIETRAGALLA CORTI, HORACIO",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/hpietragallac/,http://www4.hcdn.gob.ar/fotos/hpietragallac.jpg,4127-7100,hpietragallac@diputados.gob.ar,2015-12-09
fpinedo,FEDERICO PINEDO,"PINEDO, FEDERICO",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/fpinedo/,http://www4.hcdn.gob.ar/fotos/fpinedo.jpg,4127-7100,fpinedo@diputados.gob.ar,2015-12-09
oplaini,FRANCISCO OMAR PLAINI,"PLAINI, FRANCISCO OMAR",BUENOS AIRES,2013-12-10,2017-12-09,"CULTURA, EDUCACION Y TRABAJO",133,http://www.hcdn.gob.ar/diputados/oplaini/,http://www4.hcdn.gob.ar/fotos/oplaini.jpg,4127-7100,oplaini@diputados.gob.ar,
aportela,AGUSTIN ALBERTO PORTELA,"PORTELA, AGUSTIN ALBERTO",CORRIENTES,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/aportela/,http://www4.hcdn.gob.ar/fotos/aportela.jpg,4127-7100,aportela@diputados.gob.ar,2015-12-09
rpradines,ROBERTO ARTURO PRADINES,"PRADINES, ROBERTO ARTURO",MENDOZA,2011-12-10,2015-12-09,DEMOCRATA DE MENDOZA,133,http://www.hcdn.gob.ar/diputados/rpradines/,http://www4.hcdn.gob.ar/fotos/rpradines.jpg,4127-7100,rpradines@diputados.gob.ar,2015-12-09
rpucheta,RAMONA PUCHETA,"PUCHETA, RAMONA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE POR LA INCLUSION SOCIAL,133,http://www.hcdn.gob.ar/diputados/rpucheta/,http://www4.hcdn.gob.ar/fotos/rpucheta.jpg,4127-7100,rpucheta@diputados.gob.ar,2015-12-09
apuiggros,ADRIANA VICTORIA PUIGGROS,"PUIGGROS, ADRIANA VICTORIA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/apuiggros/,http://www4.hcdn.gob.ar/fotos/apuiggros.jpg,4127-7100,apuiggros@diputados.gob.ar,2015-12-09
craimundi,CARLOS RAIMUNDI,"RAIMUNDI, CARLOS",BUENOS AIRES,2011-12-10,2015-12-09,SOLIDARIO SI,133,http://www.hcdn.gob.ar/diputados/craimundi/,http://www4.hcdn.gob.ar/fotos/craimundi.jpg,4127-7100,craimundi@diputados.gob.ar,2015-12-09
erasino,ELIDA ELENA RASINO,"RASINO, ELIDA ELENA",SANTA FE,2011-12-10,2015-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/erasino/,http://www4.hcdn.gob.ar/fotos/erasino.jpg,4127-7100,erasino@diputados.gob.ar,2015-12-09
hrecalde,HECTOR PEDRO RECALDE,"RECALDE, HECTOR PEDRO",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/hrecalde/,http://www4.hcdn.gob.ar/fotos/hrecalde.jpg,4127-7100,hrecalde@diputados.gob.ar,
oredczuk,OSCAR FELIPE REDCZUK,"REDCZUK, OSCAR FELIPE",MISIONES,2011-12-10,2015-12-09,FRENTE RENOVADOR DE LA CONCORDIA MISIONES - FPV-PJ,133,http://www.hcdn.gob.ar/diputados/oredczuk/,http://www4.hcdn.gob.ar/fotos/oredczuk.jpg,4127-7100,oredczuk@diputados.gob.ar,2015-12-09
jriccardo,JOSE LUIS RICCARDO,"RICCARDO, JOSE LUIS",SAN LUIS,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/jriccardo/,http://www4.hcdn.gob.ar/fotos/jriccardo.jpg,4127-7100,jriccardo@diputados.gob.ar,
ariestra,ANTONIO SABINO RIESTRA,"RIESTRA, ANTONIO SABINO",SANTA FE,2011-12-10,2015-12-09,UNIDAD POPULAR,133,http://www.hcdn.gob.ar/diputados/ariestra/,http://www4.hcdn.gob.ar/fotos/ariestra.jpg,4127-7100,ariestra@diputados.gob.ar,2015-12-09
lrios,LILIANA MARIA RIOS,"RIOS, LILIANA MARIA",ENTRE RIOS,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/lrios/,http://www4.hcdn.gob.ar/fotos/lrios.jpg,4127-7100,lrios@diputados.gob.ar,2015-12-09
srisko,SILVIA LUCRECIA RISKO,"RISKO, SILVIA LUCRECIA",MISIONES,2013-12-10,2017-12-09,FRENTE RENOVADOR DE LA CONCORDIA MISIONES - FPV-PJ,133,http://www.hcdn.gob.ar/diputados/srisko/,http://www4.hcdn.gob.ar/fotos/srisko.jpg,4127-7100,srisko@diputados.gob.ar,
rrivarola,RUBEN ARMANDO RIVAROLA,"RIVAROLA, RUBEN ARMANDO",JUJUY,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/rrivarola/,http://www4.hcdn.gob.ar/fotos/rrivarola.jpg,4127-7100,rrivarola@diputados.gob.ar,2015-12-09
jrivas,JORGE RIVAS,"RIVAS, JORGE",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jrivas/,http://www4.hcdn.gob.ar/fotos/jrivas.jpg,4127-7100,jrivas@diputados.gob.ar,2015-12-09
aroberti,ALBERTO OSCAR ROBERTI,"ROBERTI, ALBERTO OSCAR",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE RENOVADOR,133,http://www.hcdn.gob.ar/diputados/aroberti/,http://www4.hcdn.gob.ar/fotos/aroberti.jpg,4127-7100,aroberti@diputados.gob.ar,2015-12-09
frogel,FABIAN DULIO ROGEL,"ROGEL, FABIAN DULIO",ENTRE RIOS,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/frogel/,http://www4.hcdn.gob.ar/fotos/frogel.jpg,4127-7100,frogel@diputados.gob.ar,2015-12-09
oromero,OSCAR ALBERTO ROMERO,"ROMERO, OSCAR ALBERTO",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/oromero/,http://www4.hcdn.gob.ar/fotos/oromero.jpg,4127-7100,oromero@diputados.gob.ar,
brossi,BLANCA ARACELI ROSSI,"ROSSI, BLANCA ARACELI",CORDOBA,2013-12-10,2017-12-09,UNION POR CORDOBA,133,http://www.hcdn.gob.ar/diputados/brossi/,http://www4.hcdn.gob.ar/fotos/brossi.jpg,4127-7100,brossi@diputados.gob.ar,
crubin,CARLOS GUSTAVO RUBIN,"RUBIN, CARLOS GUSTAVO",CORRIENTES,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/crubin/,http://www4.hcdn.gob.ar/fotos/crubin.jpg,4127-7100,crubin@diputados.gob.ar,
aruiz,AIDA DELIA RUIZ,"RUIZ, AIDA DELIA",SANTIAGO DEL ESTERO,2011-12-10,2015-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/aruiz/,http://www4.hcdn.gob.ar/fotos/aruiz.jpg,4127-7100,aruiz@diputados.gob.ar,2015-12-09
lsacca,LUIS FERNANDO SACCA,"SACCA, LUIS FERNANDO",TUCUMAN,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/lsacca/,http://www4.hcdn.gob.ar/fotos/lsacca.jpg,4127-7100,lsacca@diputados.gob.ar,2015-12-09
fsalino,FERNANDO ALDO SALINO,"SALINO, FERNANDO ALDO",SAN LUIS,2013-12-10,2017-12-09,COMPROMISO FEDERAL,133,http://www.hcdn.gob.ar/diputados/fsalino/,http://www4.hcdn.gob.ar/fotos/fsalino.jpg,4127-7100,fsalino@diputados.gob.ar,
asanmartin,ADRIAN SAN MARTIN,"SAN MARTIN, ADRIAN",NEUQUEN,2013-12-10,2017-12-09,MOV POP NEUQUINO,133,http://www.hcdn.gob.ar/diputados/asanmartin/,http://www4.hcdn.gob.ar/fotos/asanmartin.jpg,4127-7100,asanmartin@diputados.gob.ar,
fsanchez,FERNANDO SANCHEZ,"SANCHEZ, FERNANDO",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,COALICION CIVICA ARI - UNEN,133,http://www.hcdn.gob.ar/diputados/fsanchez/,http://www4.hcdn.gob.ar/fotos/fsanchez.jpg,4127-7100,fsanchez@diputados.gob.ar,
wsantillan,WALTER MARCELO SANTILLAN,"SANTILLAN, WALTER MARCELO",TUCUMAN,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/wsantillan/,http://www4.hcdn.gob.ar/fotos/wsantillan.jpg,4127-7100,wsantillan@diputados.gob.ar,2015-12-09
esantin,EDUARDO SANTIN,"SANTIN, EDUARDO",BUENOS AIRES,2011-12-10,2015-12-09,MOVIMIENTO NACIONAL ALFONSINISTA,133,http://www.hcdn.gob.ar/diputados/esantin/,http://www4.hcdn.gob.ar/fotos/esantin.jpg,4127-7100,esantin@diputados.gob.ar,2015-12-09
gscaglia,GISELA SCAGLIA,"SCAGLIA, GISELA",SANTA FE,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/gscaglia/,http://www4.hcdn.gob.ar/fotos/gscaglia.jpg,4127-7100,gscaglia@diputados.gob.ar,
jschiaretti,JUAN SCHIARETTI,"SCHIARETTI, JUAN",CORDOBA,2013-12-10,2017-12-09,UNION POR CORDOBA,133,http://www.hcdn.gob.ar/diputados/jschiaretti/,http://www4.hcdn.gob.ar/fotos/jschiaretti.jpg,4127-7100,jschiaretti@diputados.gob.ar,
csliermann,CORNELIA SCHMIDT LIERMANN,"SCHMIDT LIERMANN, CORNELIA",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/csliermann/,http://www4.hcdn.gob.ar/fotos/csliermann.jpg,4127-7100,csliermann@diputados.gob.ar,2015-12-09
mschwindt,MARIA LILIANA SCHWINDT,"SCHWINDT, MARIA LILIANA",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE RENOVADOR,133,http://www.hcdn.gob.ar/diputados/mschwindt/,http://www4.hcdn.gob.ar/fotos/mschwindt.jpg,4127-7100,mschwindt@diputados.gob.ar,
rsciutto,RUBEN DARIO SCIUTTO,"SCIUTTO, RUBEN DARIO",TIERRA DEL FUEGO,2011-12-10,2015-12-09,PERONISMO MAS AL SUR,133,http://www.hcdn.gob.ar/diputados/rsciutto/,http://www4.hcdn.gob.ar/fotos/rsciutto.jpg,4127-7100,rsciutto@diputados.gob.ar,2015-12-09
asegarra,ADELA ROSA SEGARRA,"SEGARRA, ADELA ROSA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/asegarra/,http://www4.hcdn.gob.ar/fotos/asegarra.jpg,4127-7100,asegarra@diputados.gob.ar,2015-12-09
msemhan,MARIA DE LAS MERCEDES SEMHAN,"SEMHAN, MARIA DE LAS MERCEDES",CORRIENTES,2013-12-10,2017-12-09,ENCUENTRO POR CORRIENTES,133,http://www.hcdn.gob.ar/diputados/msemhan/,http://www4.hcdn.gob.ar/fotos/msemhan.jpg,4127-7100,msemhan@diputados.gob.ar,
eseminara,EDUARDO JORGE SEMINARA,"SEMINARA, EDUARDO JORGE",SANTA FE,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/eseminara/,http://www4.hcdn.gob.ar/fotos/eseminara.jpg,4127-7100,eseminara@diputados.gob.ar,
ssimoncini,SILVIA ROSA SIMONCINI,"SIMONCINI, SILVIA ROSA",SANTA FE,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ssimoncini/,http://www4.hcdn.gob.ar/fotos/ssimoncini.jpg,4127-7100,ssimoncini@diputados.gob.ar,2015-12-09
fsola,FELIPE CARLOS SOLA,"SOLA, FELIPE CARLOS",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE RENOVADOR,133,http://www.hcdn.gob.ar/diputados/fsola/,http://www4.hcdn.gob.ar/fotos/fsola.jpg,4127-7100,fsola@diputados.gob.ar,
jsolanas,JULIO RODOLFO SOLANAS,"SOLANAS, JULIO RODOLFO",ENTRE RIOS,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jsolanas/,http://www4.hcdn.gob.ar/fotos/jsolanas.jpg,4127-7100,jsolanas@diputados.gob.ar,2015-12-09
msoria,MARIA EMILIA SORIA,"SORIA, MARIA EMILIA",RIO NEGRO,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/msoria/,http://www4.hcdn.gob.ar/fotos/msoria.jpg,4127-7100,msoria@diputados.gob.ar,
gsoto,GLADYS BEATRIZ SOTO,"SOTO, GLADYS BEATRIZ",CHACO,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gsoto/,http://www4.hcdn.gob.ar/fotos/gsoto.jpg,4127-7100,gsoto@diputados.gob.ar,2015-12-09
rspinozzi,RICARDO ADRIAN SPINOZZI,"SPINOZZI, RICARDO ADRIAN",SANTA FE,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/rspinozzi/,http://www4.hcdn.gob.ar/fotos/rspinozzi.jpg,4127-7100,rspinozzi@diputados.gob.ar,
mstolbizer,MARGARITA ROSA STOLBIZER,"STOLBIZER, MARGARITA ROSA",BUENOS AIRES,2013-12-10,2017-12-09,GEN,133,http://www.hcdn.gob.ar/diputados/mstolbizer/,http://www4.hcdn.gob.ar/fotos/mstolbizer.jpg,4127-7100,mstolbizer@diputados.gob.ar,
fsturzenegger,FEDERICO ADOLFO STURZENEGGER,"STURZENEGGER, FEDERICO ADOLFO",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/fsturzenegger/,http://www4.hcdn.gob.ar/fotos/fsturzenegger.jpg,4127-7100,fsturzenegger@diputados.gob.ar,
htentor,HECTOR OLINDO TENTOR,"TENTOR, HECTOR OLINDO",JUJUY,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/htentor/,http://www4.hcdn.gob.ar/fotos/htentor.jpg,4127-7100,htentor@diputados.gob.ar,
aterada,ALICIA TERADA,"TERADA, ALICIA",CHACO,2013-12-10,2017-12-09,COALICION CIVICA ARI - UNEN,133,http://www.hcdn.gob.ar/diputados/aterada/,http://www4.hcdn.gob.ar/fotos/aterada.jpg,4127-7100,aterada@diputados.gob.ar,
jtineo,JAVIER HECTOR TINEO,"TINEO, JAVIER HECTOR",LA RIOJA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jtineo/,http://www4.hcdn.gob.ar/fotos/jtineo.jpg,4127-7100,jtineo@diputados.gob.ar,2015-12-09
stoledo,SUSANA MARIA TOLEDO,"TOLEDO, SUSANA MARIA",SANTA CRUZ,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/stoledo/,http://www4.hcdn.gob.ar/fotos/stoledo.jpg,4127-7100,stoledo@diputados.gob.ar,
htomas,HECTOR DANIEL TOMAS,"TOMAS, HECTOR DANIEL",SAN JUAN,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/htomas/,http://www4.hcdn.gob.ar/fotos/htomas.jpg,4127-7100,htomas@diputados.gob.ar,
ntomassi,NESTOR NICOLAS TOMASSI,"TOMASSI, NESTOR NICOLAS",CATAMARCA,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ntomassi/,http://www4.hcdn.gob.ar/fotos/ntomassi.jpg,4127-7100,ntomassi@diputados.gob.ar,
ptonelli,PABLO GABRIEL TONELLI,"TONELLI, PABLO GABRIEL",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/ptonelli/,http://www4.hcdn.gob.ar/fotos/ptonelli.jpg,4127-7100,ptonelli@diputados.gob.ar,2015-12-09
ftorroba,FRANCISCO JAVIER TORROBA,"TORROBA, FRANCISCO JAVIER",LA PAMPA,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/ftorroba/,http://www4.hcdn.gob.ar/fotos/ftorroba.jpg,4127-7100,ftorroba@diputados.gob.ar,
atriaca,ALBERTO JORGE TRIACA,"TRIACA, ALBERTO JORGE",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/atriaca/,http://www4.hcdn.gob.ar/fotos/atriaca.jpg,4127-7100,atriaca@diputados.gob.ar,
gtroiano,GABRIELA ALEJANDRA TROIANO,"TROIANO, GABRIELA ALEJANDRA",BUENOS AIRES,2013-12-10,2017-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/gtroiano/,http://www4.hcdn.gob.ar/fotos/gtroiano.jpg,4127-7100,gtroiano@diputados.gob.ar,
mtundis,MIRTA TUNDIS,"TUNDIS, MIRTA",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE RENOVADOR,133,http://www.hcdn.gob.ar/diputados/mtundis/,http://www4.hcdn.gob.ar/fotos/mtundis.jpg,4127-7100,mtundis@diputados.gob.ar,
junac,JOSE RUBEN UÑAC,"UÑAC, JOSE RUBEN",SAN JUAN,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/junac/,http://www4.hcdn.gob.ar/fotos/junac.jpg,4127-7100,junac@diputados.gob.ar,2015-12-09
gvaldes,GUSTAVO ADOLFO VALDES,"VALDES, GUSTAVO ADOLFO",CORRIENTES,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/gvaldes/,http://www4.hcdn.gob.ar/fotos/gvaldes.jpg,4127-7100,gvaldes@diputados.gob.ar,
jvalinotto,JORGE ANSELMO VALINOTTO,"VALINOTTO, JORGE ANSELMO",CORDOBA,2011-12-10,2015-12-09,FRENTE CIVICO - CORDOBA,133,http://www.hcdn.gob.ar/diputados/jvalinotto/,http://www4.hcdn.gob.ar/fotos/jvalinotto.jpg,4127-7100,jvalinotto@diputados.gob.ar,2015-12-09
evaquie,ENRIQUE ANDRES VAQUIE,"VAQUIE, ENRIQUE ANDRES",MENDOZA,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/evaquie/,http://www4.hcdn.gob.ar/fotos/evaquie.jpg,4127-7100,evaquie@diputados.gob.ar,2015-12-09
jvilarino,JOSE ANTONIO VILARIÑO,"VILARIÑO, JOSE ANTONIO",SALTA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jvilarino/,http://www4.hcdn.gob.ar/fotos/jvilarino.jpg,4127-7100,jvilarino@diputados.gob.ar,2015-12-09
jvilla,JOSE ANTONIO VILLA,"VILLA, JOSE ANTONIO",SAN JUAN,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jvilla/,http://www4.hcdn.gob.ar/fotos/jvilla.jpg,4127-7100,jvilla@diputados.gob.ar,2015-12-09
mvillarm,MARIA INES VILLAR MOLINA,"VILLAR MOLINA, MARIA INES",NEUQUEN,2013-12-10,2017-12-09,MOV POP NEUQUINO,133,http://www.hcdn.gob.ar/diputados/mvillarm/,http://www4.hcdn.gob.ar/fotos/mvillarm.jpg,4127-7100,mvillarm@diputados.gob.ar,
gvillata,GRACIELA SUSANA VILLATA,"VILLATA, GRACIELA SUSANA",CORDOBA,2011-12-10,2015-12-09,FRENTE CIVICO - CORDOBA,133,http://www.hcdn.gob.ar/diputados/gvillata/,http://www4.hcdn.gob.ar/fotos/gvillata.jpg,4127-7100,gvillata@diputados.gob.ar,2015-12-09
jzabalza,JUAN CARLOS ZABALZA,"ZABALZA, JUAN CARLOS",SANTA FE,2011-12-10,2015-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/jzabalza/,http://www4.hcdn.gob.ar/fotos/jzabalza.jpg,4127-7100,jzabalza@diputados.gob.ar,2015-12-09
mzamarreno,MARIA EUGENIA ZAMARREÑO,"ZAMARREÑO, MARIA EUGENIA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mzamarreno/,http://www4.hcdn.gob.ar/fotos/mzamarreno.jpg,4127-7100,mzamarreno@diputados.gob.ar,2015-12-09
